code,LISA_Cluster,LISA_P_Value
E01002651,1,0.001
E01002652,1,0.001
E01002653,1,0.003
E01002654,0,0.092
E01002655,0,0.073
E01002656,0,0.2
E01002657,1,0.045
E01002658,2,0.047
E01002659,1,0.011
E01002660,1,0.001
E01002661,1,0.001
E01002662,1,0.001
E01002663,1,0.001
E01002664,1,0.001
E01002665,1,0.001
E01002666,1,0.001
E01002667,0,0.233
E01002668,0,0.226
E01002669,0,0.38
E01002670,0,0.237
E01002671,0,0.115
E01002672,0,0.379
E01002673,0,0.271
E01002674,1,0.003
E01002675,1,0.018
E01002676,1,0.001
E01002677,2,0.009
E01002678,1,0.003
E01002679,1,0.004
E01002680,1,0.023
E01002681,1,0.047
E01002682,1,0.021
E01002683,0,0.177
E01002684,0,0.448
E01002686,0,0.207
E01002687,3,0.001
E01002689,3,0.003
E01002690,3,0.001
E01002691,0,0.295
E01002692,0,0.085
E01002693,3,0.001
E01002694,0,0.125
E01002695,0,0.176
E01002696,3,0.004
E01002697,0,0.384
E01002698,3,0.001
E01002699,3,0.002
E01002700,3,0.004
E01002701,0,0.282
E01002702,0,0.2
E01002703,0,0.309
E01002704,0,0.071
E01002706,0,0.059
E01002707,0,0.375
E01002708,0,0.052
E01002709,0,0.223
E01002710,0,0.465
E01002711,0,0.058
E01002712,3,0.027
E01002713,0,0.351
E01002714,0,0.125
E01002715,0,0.239
E01002716,3,0.001
E01002717,3,0.003
E01002718,0,0.182
E01002719,3,0.001
E01002720,3,0.001
E01002721,0,0.121
E01002722,3,0.013
E01002723,0,0.104
E01002724,0,0.192
E01002725,0,0.087
E01002726,0,0.097
E01002727,0,0.074
E01002728,0,0.072
E01002729,0,0.326
E01002730,0,0.39
E01002731,4,0.039
E01002732,0,0.089
E01002733,0,0.26
E01002734,4,0.03
E01002735,3,0.031
E01002736,0,0.437
E01002737,0,0.267
E01002738,3,0.001
E01002739,0,0.104
E01002740,3,0.001
E01002741,3,0.002
E01002742,3,0.001
E01002743,3,0.001
E01002744,3,0.001
E01002745,3,0.021
E01002747,3,0.001
E01002748,0,0.221
E01002749,3,0.003
E01002751,0,0.446
E01002752,3,0.001
E01002753,0,0.065
E01002754,3,0.001
E01002755,3,0.002
E01002756,3,0.001
E01002757,3,0.001
E01002758,3,0.002
E01002759,3,0.05
E01002760,3,0.022
E01002762,0,0.42
E01002763,0,0.396
E01002764,0,0.494
E01002765,0,0.287
E01002766,0,0.417
E01002767,0,0.326
E01002768,3,0.001
E01002769,3,0.001
E01002770,3,0.003
E01002771,3,0.005
E01002772,3,0.014
E01002773,3,0.004
E01002774,3,0.005
E01002775,3,0.001
E01002776,3,0.001
E01002777,0,0.186
E01002778,4,0.001
E01002779,3,0.001
E01002780,3,0.001
E01002781,3,0.001
E01002782,3,0.007
E01002783,0,0.195
E01002784,3,0.001
E01002785,0,0.075
E01002786,0,0.193
E01002787,3,0.008
E01002788,3,0.005
E01002789,3,0.001
E01002790,3,0.002
E01002791,3,0.001
E01002792,3,0.001
E01002793,3,0.001
E01002794,0,0.052
E01002795,3,0.001
E01002796,0,0.127
E01002797,3,0.001
E01002798,0,0.201
E01002799,3,0.001
E01002800,0,0.124
E01002801,0,0.239
E01002802,0,0.193
E01002803,0,0.276
E01002804,3,0.008
E01002805,3,0.001
E01002806,3,0.004
E01002807,3,0.003
E01002808,3,0.002
E01002809,3,0.041
E01002810,3,0.004
E01002811,3,0.002
E01002812,3,0.001
E01002813,3,0.006
E01002814,3,0.003
E01002815,3,0.005
E01002816,3,0.004
E01002817,3,0.006
E01002818,3,0.006
E01002819,0,0.368
E01002820,4,0.044
E01002821,3,0.006
E01002822,0,0.069
E01002823,3,0.031
E01002824,0,0.167
E01002825,3,0.001
E01002826,0,0.111
E01002827,3,0.001
E01002828,3,0.002
E01002829,3,0.001
E01002830,3,0.001
E01002831,3,0.001
E01002832,3,0.001
E01002833,3,0.001
E01002834,3,0.001
E01002835,3,0.001
E01002836,3,0.002
E01002837,0,0.202
E01002838,0,0.13
E01002839,3,0.001
E01002840,3,0.001
E01002841,0,0.421
E01002842,3,0.031
E01002843,0,0.301
E01002844,3,0.001
E01002845,3,0.003
E01002846,3,0.004
E01002847,3,0.002
E01002848,3,0.027
E01002849,3,0.002
E01002850,3,0.001
E01002851,3,0.012
E01002852,0,0.128
E01002853,0,0.299
E01002854,0,0.435
E01002855,3,0.024
E01002856,3,0.002
E01002857,0,0.384
E01002858,3,0.001
E01002859,3,0.001
E01002860,3,0.001
E01002861,3,0.001
E01002862,3,0.001
E01002863,3,0.001
E01002864,3,0.006
E01002865,3,0.004
E01002866,3,0.001
E01002867,3,0.011
E01002868,3,0.001
E01002869,3,0.001
E01002870,0,0.498
E01002871,3,0.001
E01002872,3,0.002
E01002873,3,0.015
E01002874,3,0.002
E01002875,3,0.001
E01002876,0,0.485
E01002877,0,0.156
E01002878,3,0.031
E01002879,3,0.008
E01002880,0,0.094
E01002881,3,0.005
E01002882,3,0.001
E01002883,3,0.001
E01002884,3,0.001
E01002885,3,0.001
E01002886,3,0.001
E01002887,3,0.016
E01002888,3,0.002
E01002889,3,0.002
E01002890,3,0.001
E01002891,0,0.075
E01002892,0,0.087
E01002893,3,0.005
E01002894,3,0.001
E01002895,4,0.007
E01002896,3,0.037
E01002897,3,0.004
E01002898,3,0.001
E01002899,3,0.001
E01002900,3,0.008
E01002901,3,0.019
E01002902,3,0.001
E01002903,3,0.001
E01002904,0,0.256
E01002905,0,0.17
E01002906,0,0.084
E01002907,0,0.156
E01002908,0,0.268
E01002909,3,0.031
E01002910,3,0.042
E01002911,3,0.011
E01002912,3,0.041
E01002913,3,0.005
E01002914,3,0.001
E01002915,0,0.484
E01002916,0,0.087
E01002917,0,0.297
E01002920,0,0.278
E01002921,3,0.048
E01002922,0,0.104
E01002923,3,0.016
E01002924,3,0.045
E01002925,3,0.021
E01002926,0,0.431
E01002927,0,0.462
E01002928,0,0.414
E01002929,0,0.348
E01002930,0,0.327
E01002931,0,0.452
E01002932,0,0.374
E01002933,0,0.105
E01002934,0,0.099
E01002935,0,0.131
E01002937,0,0.374
E01002938,0,0.17
E01002939,0,0.248
E01002940,0,0.277
E01002942,0,0.432
E01002943,0,0.411
E01002945,0,0.424
E01002947,0,0.296
E01002949,0,0.377
E01002951,0,0.285
E01002952,0,0.312
E01002953,0,0.143
E01002954,0,0.406
E01002955,0,0.317
E01002956,0,0.358
E01002957,0,0.388
E01002958,0,0.258
E01002959,0,0.494
E01002960,0,0.339
E01002961,0,0.368
E01002962,0,0.363
E01002963,0,0.246
E01002964,0,0.253
E01002965,0,0.197
E01002966,0,0.195
E01002967,0,0.054
E01002968,0,0.246
E01002969,0,0.489
E01002970,0,0.384
E01002971,0,0.147
E01002972,0,0.269
E01002973,0,0.34
E01002974,0,0.294
E01002975,0,0.405
E01002976,0,0.495
E01002977,0,0.386
E01002980,0,0.305
E01002981,0,0.462
E01002982,0,0.248
E01002983,0,0.323
E01002984,0,0.356
E01002985,0,0.388
E01002986,0,0.252
E01002987,3,0.002
E01002989,0,0.063
E01002990,3,0.044
E01002991,0,0.273
E01002992,4,0.015
E01002996,0,0.065
E01002997,3,0.016
E01002998,0,0.157
E01002999,3,0.012
E01003001,0,0.397
E01003003,0,0.268
E01003004,0,0.411
E01003005,0,0.419
E01003006,0,0.063
E01003007,0,0.179
E01003008,0,0.115
E01003009,0,0.074
E01003010,0,0.133
E01003011,0,0.488
E01003013,0,0.387
E01003014,0,0.203
E01003015,0,0.428
E01003016,4,0.012
E01003017,0,0.359
E01003018,3,0.022
E01003019,3,0.001
E01003020,3,0.005
E01003021,4,0.012
E01003022,0,0.107
E01003023,0,0.087
E01003024,3,0.003
E01003025,0,0.093
E01003026,3,0.001
E01003027,3,0.016
E01003028,3,0.003
E01003029,3,0.001
E01003030,3,0.002
E01003031,3,0.001
E01003032,3,0.001
E01003033,3,0.005
E01003034,0,0.174
E01003035,3,0.016
E01003036,3,0.003
E01003037,3,0.001
E01003038,3,0.012
E01003039,3,0.007
E01003040,3,0.007
E01003041,3,0.007
E01003042,3,0.001
E01003043,3,0.049
E01003044,3,0.035
E01003045,0,0.234
E01003046,0,0.318
E01003047,3,0.046
E01003048,0,0.165
E01003049,0,0.494
E01003050,0,0.062
E01003051,0,0.149
E01003052,4,0.008
E01003053,3,0.008
E01003054,3,0.002
E01003055,3,0.002
E01003056,3,0.001
E01003057,3,0.002
E01003058,3,0.002
E01003059,0,0.488
E01003060,0,0.105
E01003061,0,0.181
E01003062,3,0.033
E01003063,3,0.004
E01003064,3,0.007
E01003065,3,0.003
E01003066,3,0.003
E01003067,3,0.003
E01003068,3,0.043
E01003069,3,0.004
E01003070,3,0.004
E01003071,3,0.001
E01003072,3,0.001
E01003073,3,0.001
E01003074,3,0.004
E01003075,0,0.206
E01003076,4,0.015
E01003077,0,0.187
E01003078,3,0.004
E01003079,3,0.026
E01003080,0,0.068
E01003081,3,0.002
E01003082,0,0.149
E01003083,3,0.01
E01003084,3,0.033
E01003085,3,0.008
E01003086,3,0.04
E01003087,4,0.044
E01003088,3,0.005
E01003089,0,0.493
E01003090,3,0.019
E01003091,0,0.496
E01003092,4,0.043
E01003093,0,0.108
E01003094,0,0.289
E01003095,3,0.023
E01003096,0,0.065
E01003097,0,0.273
E01003098,0,0.347
E01003099,3,0.035
E01003100,0,0.183
E01003101,0,0.485
E01003102,0,0.142
E01003104,0,0.48
E01003105,0,0.402
E01003106,3,0.036
E01003107,0,0.332
E01003108,3,0.004
E01003109,0,0.171
E01003110,0,0.051
E01003169,0,0.132
E01003170,3,0.003
E01003171,0,0.065
E01003172,0,0.057
E01003173,0,0.091
E01003111,0,0.083
E01003112,2,0.008
E01003113,0,0.29
E01003114,0,0.158
E01003115,0,0.108
E01003116,3,0.012
E01003117,3,0.023
E01003118,0,0.118
E01003119,0,0.379
E01003120,0,0.081
E01003121,0,0.157
E01003122,0,0.105
E01003123,0,0.388
E01003124,0,0.265
E01003125,4,0.016
E01003126,0,0.215
E01003127,0,0.414
E01003128,0,0.109
E01003129,0,0.295
E01003130,3,0.021
E01003131,3,0.008
E01003132,0,0.081
E01003133,0,0.093
E01003134,3,0.028
E01003135,3,0.018
E01003136,3,0.047
E01003137,0,0.086
E01003138,3,0.007
E01003139,0,0.392
E01003140,0,0.285
E01003141,0,0.452
E01003142,0,0.203
E01003143,0,0.242
E01003144,0,0.159
E01003145,0,0.255
E01003146,0,0.376
E01003147,0,0.323
E01003148,0,0.087
E01003149,0,0.073
E01003150,3,0.047
E01003151,3,0.046
E01003152,3,0.005
E01003153,0,0.062
E01003154,3,0.004
E01003155,0,0.122
E01003156,3,0.039
E01003157,3,0.001
E01003158,3,0.005
E01003159,3,0.017
E01003160,3,0.004
E01003161,3,0.001
E01003162,0,0.129
E01003163,3,0.017
E01003164,3,0.041
E01003165,3,0.006
E01003166,3,0.004
E01003167,3,0.013
E01003168,3,0.04
E01003174,0,0.062
E01003175,0,0.234
E01003176,3,0.001
E01003177,0,0.128
E01003178,3,0.028
E01003179,4,0.004
E01003180,0,0.218
E01003181,0,0.079
E01003182,0,0.312
E01003183,0,0.108
E01003184,0,0.061
E01003185,0,0.171
E01003186,0,0.233
E01003187,0,0.116
E01003188,0,0.375
E01003189,0,0.124
E01003190,4,0.028
E01003191,0,0.133
E01003192,3,0.023
E01003193,3,0.024
E01003194,0,0.187
E01003195,3,0.038
E01003196,0,0.103
E01003197,0,0.061
E01003198,3,0.006
E01003199,3,0.025
E01003200,3,0.001
E01003201,0,0.231
E01003202,3,0.001
E01003203,3,0.001
E01003204,3,0.001
E01003205,0,0.5
E01003206,3,0.003
E01003207,0,0.1
E01003209,3,0.045
E01003210,3,0.003
E01003211,3,0.001
E01003212,3,0.001
E01003213,3,0.001
E01003214,3,0.001
E01003215,4,0.041
E01003216,0,0.106
E01003217,3,0.007
E01003218,3,0.046
E01003219,3,0.023
E01003220,3,0.007
E01003221,0,0.175
E01003222,3,0.022
E01003223,0,0.171
E01003224,3,0.008
E01003225,0,0.051
E01003226,3,0.001
E01003227,3,0.001
E01003228,3,0.001
E01003229,3,0.001
E01003230,3,0.003
E01003231,3,0.009
E01003232,3,0.001
E01003233,3,0.002
E01003235,3,0.023
E01003236,0,0.087
E01003237,3,0.03
E01003238,0,0.159
E01003239,0,0.161
E01003240,0,0.134
E01003241,0,0.344
E01003243,0,0.154
E01003305,0,0.443
E01003307,3,0.001
E01003308,3,0.001
E01003309,3,0.005
E01003310,3,0.004
E01003311,3,0.001
E01003312,3,0.009
E01003313,3,0.013
E01003244,0,0.059
E01003245,0,0.431
E01003246,0,0.23
E01003247,0,0.083
E01003248,0,0.122
E01003249,0,0.155
E01003250,0,0.401
E01003251,0,0.432
E01003252,0,0.42
E01003253,0,0.204
E01003254,3,0.001
E01003255,3,0.001
E01003256,3,0.001
E01003257,3,0.005
E01003258,3,0.023
E01003259,3,0.021
E01003260,3,0.001
E01003261,3,0.001
E01003262,3,0.001
E01003263,3,0.05
E01003264,0,0.11
E01003265,3,0.041
E01003266,3,0.016
E01003267,3,0.017
E01003268,0,0.057
E01003269,0,0.123
E01003270,0,0.105
E01003271,0,0.094
E01003272,3,0.001
E01003273,0,0.063
E01003274,3,0.012
E01003275,3,0.043
E01003276,3,0.001
E01003277,3,0.001
E01003278,3,0.035
E01003279,0,0.231
E01003280,3,0.046
E01003281,3,0.007
E01003282,3,0.007
E01003283,3,0.003
E01003284,3,0.001
E01003285,0,0.063
E01003286,3,0.003
E01003287,3,0.025
E01003288,3,0.018
E01003290,3,0.001
E01003291,3,0.025
E01003292,3,0.001
E01003293,3,0.008
E01003295,3,0.003
E01003296,4,0.001
E01003297,0,0.371
E01003298,0,0.331
E01003299,0,0.265
E01003300,0,0.281
E01003301,0,0.42
E01003302,0,0.454
E01003303,0,0.136
E01003304,0,0.334
E01003314,3,0.002
E01003315,3,0.001
E01003316,3,0.001
E01003317,4,0.008
E01003318,0,0.282
E01003319,0,0.129
E01003320,3,0.005
E01003321,0,0.273
E01003322,0,0.117
E01003323,3,0.006
E01003324,0,0.494
E01003325,3,0.007
E01003326,3,0.014
E01003327,3,0.017
E01003328,3,0.006
E01003329,3,0.035
E01003330,3,0.004
E01003331,3,0.001
E01003332,0,0.055
E01003333,0,0.051
E01003334,3,0.02
E01003335,3,0.018
E01003336,3,0.001
E01003337,3,0.002
E01003338,0,0.126
E01003339,3,0.001
E01003340,3,0.004
E01003341,3,0.001
E01003342,3,0.001
E01003343,3,0.001
E01003344,3,0.001
E01003345,3,0.001
E01003346,0,0.08
E01003347,0,0.072
E01003348,0,0.37
E01003349,0,0.191
E01003350,0,0.146
E01003351,0,0.211
E01003352,0,0.134
E01003353,0,0.222
E01003354,3,0.007
E01003355,0,0.095
E01003356,0,0.138
E01003357,0,0.382
E01003358,3,0.018
E01003359,0,0.249
E01003360,0,0.224
E01003361,0,0.495
E01003362,0,0.416
E01003363,0,0.418
E01003364,0,0.454
E01003365,0,0.3
E01003366,3,0.035
E01003367,0,0.278
E01003368,2,0.042
E01003369,0,0.185
E01003370,0,0.442
E01003371,0,0.152
E01003372,0,0.492
E01003373,0,0.22
E01003374,0,0.153
E01003375,0,0.247
E01003376,0,0.198
E01003377,0,0.347
E01003378,0,0.114
E01003379,1,0.05
E01003380,3,0.021
E01003381,0,0.143
E01003382,3,0.042
E01003383,3,0.017
E01003384,0,0.061
E01003385,3,0.034
E01003386,0,0.124
E01003387,0,0.106
E01003388,1,0.014
E01003389,0,0.101
E01003390,0,0.099
E01003391,0,0.186
E01003392,0,0.096
E01003393,0,0.407
E01003394,0,0.5
E01003395,0,0.062
E01003396,0,0.339
E01003397,0,0.424
E01003398,0,0.435
E01003399,3,0.048
E01003400,0,0.104
E01003401,0,0.086
E01003402,3,0.005
E01003403,3,0.036
E01003404,3,0.009
E01003405,1,0.017
E01003406,1,0.011
E01003407,1,0.032
E01003408,2,0.04
E01003409,0,0.088
E01003410,0,0.111
E01003411,0,0.145
E01003412,0,0.096
E01003413,0,0.123
E01003414,0,0.134
E01003415,0,0.144
E01003416,0,0.094
E01003417,0,0.497
E01003418,0,0.478
E01003419,0,0.471
E01003420,0,0.471
E01003421,0,0.485
E01003422,0,0.431
E01003423,0,0.159
E01003424,0,0.262
E01003425,0,0.376
E01003426,0,0.497
E01003427,0,0.413
E01003428,3,0.042
E01003429,0,0.139
E01003430,0,0.196
E01003431,0,0.095
E01003432,0,0.137
E01003433,0,0.167
E01003434,0,0.202
E01003435,0,0.135
E01003436,0,0.313
E01003437,0,0.309
E01003438,0,0.444
E01003439,0,0.328
E01003440,0,0.129
E01003441,0,0.429
E01003442,3,0.017
E01003443,0,0.173
E01003444,0,0.078
E01003445,0,0.091
E01003446,3,0.013
E01003447,0,0.413
E01003448,0,0.316
E01003449,0,0.206
E01003450,0,0.269
E01003451,0,0.496
E01003452,0,0.378
E01003453,0,0.167
E01003454,3,0.029
E01003455,0,0.291
E01003456,3,0.01
E01003457,0,0.059
E01003458,3,0.023
E01003459,0,0.187
E01003460,3,0.023
E01003461,3,0.039
E01003462,0,0.092
E01003463,0,0.124
E01003464,0,0.147
E01003465,3,0.029
E01003466,0,0.361
E01003467,0,0.247
E01003468,0,0.449
E01003469,0,0.45
E01003470,0,0.45
E01003471,0,0.159
E01003472,0,0.089
E01003473,0,0.321
E01003474,3,0.046
E01003475,0,0.122
E01003476,0,0.253
E01003477,0,0.417
E01003478,3,0.033
E01003479,1,0.035
E01003480,1,0.001
E01003481,1,0.01
E01003482,1,0.001
E01003483,1,0.003
E01003484,1,0.005
E01003485,1,0.05
E01003486,1,0.001
E01003487,1,0.002
E01003488,1,0.001
E01003489,1,0.001
E01003490,1,0.001
E01003491,1,0.001
E01003492,1,0.003
E01003493,1,0.001
E01003494,1,0.004
E01003495,1,0.001
E01003496,1,0.042
E01003497,1,0.001
E01003498,1,0.006
E01003499,1,0.012
E01003500,1,0.001
E01003501,1,0.004
E01003502,1,0.002
E01003503,1,0.003
E01003506,1,0.003
E01003507,1,0.004
E01003508,1,0.002
E01003509,0,0.052
E01003511,1,0.004
E01003512,1,0.01
E01003513,1,0.003
E01003514,1,0.01
E01003515,1,0.002
E01003516,1,0.006
E01003517,1,0.004
E01003518,1,0.002
E01003519,0,0.056
E01003520,1,0.001
E01003521,1,0.001
E01003522,1,0.001
E01003523,1,0.001
E01003524,1,0.001
E01003525,1,0.001
E01003526,1,0.002
E01003527,1,0.001
E01003528,1,0.001
E01003529,1,0.001
E01003530,1,0.001
E01003531,1,0.001
E01003532,1,0.001
E01003533,1,0.001
E01003534,1,0.001
E01003535,1,0.001
E01003536,1,0.001
E01003537,1,0.001
E01003538,1,0.001
E01003539,1,0.002
E01003540,1,0.001
E01003541,1,0.004
E01003542,1,0.001
E01003543,0,0.156
E01003544,0,0.101
E01003545,1,0.044
E01003546,0,0.36
E01003547,0,0.402
E01003548,0,0.076
E01003549,1,0.02
E01003550,0,0.394
E01003551,0,0.067
E01003552,1,0.01
E01003553,0,0.057
E01003554,1,0.009
E01003555,1,0.025
E01003556,1,0.008
E01003557,1,0.012
E01003558,1,0.006
E01003559,1,0.003
E01003560,1,0.001
E01003561,1,0.001
E01003562,1,0.001
E01003563,1,0.001
E01003564,1,0.001
E01003565,1,0.001
E01003566,1,0.001
E01003567,1,0.001
E01003568,1,0.001
E01003569,1,0.001
E01003570,1,0.002
E01003571,1,0.001
E01003572,1,0.001
E01003573,1,0.001
E01003574,1,0.001
E01003575,1,0.001
E01003576,1,0.001
E01003577,1,0.001
E01003578,1,0.004
E01003579,1,0.001
E01003580,1,0.001
E01003581,1,0.001
E01003582,1,0.001
E01003583,1,0.001
E01003584,1,0.045
E01003585,1,0.001
E01003586,1,0.001
E01003587,1,0.001
E01003588,1,0.001
E01003589,1,0.001
E01003590,0,0.066
E01003591,1,0.007
E01003592,1,0.001
E01003593,1,0.009
E01003594,1,0.027
E01003595,1,0.04
E01003596,1,0.001
E01003597,1,0.004
E01003598,1,0.029
E01003599,1,0.001
E01003600,1,0.009
E01003601,1,0.006
E01003602,1,0.003
E01003603,1,0.001
E01003604,1,0.003
E01003605,1,0.003
E01003606,1,0.002
E01003607,1,0.011
E01003608,1,0.015
E01003609,1,0.001
E01003611,1,0.002
E01003615,1,0.001
E01003616,1,0.001
E01003617,1,0.001
E01003618,1,0.003
E01003619,1,0.001
E01003621,1,0.001
E01003622,1,0.001
E01003623,1,0.001
E01003624,1,0.001
E01003625,1,0.001
E01003626,1,0.001
E01003627,1,0.001
E01003628,1,0.001
E01003629,1,0.001
E01003630,1,0.008
E01003631,1,0.004
E01003632,0,0.062
E01003633,1,0.013
E01003634,1,0.013
E01003635,1,0.023
E01003636,1,0.009
E01003637,1,0.005
E01003638,1,0.005
E01003639,1,0.002
E01003640,1,0.001
E01003641,1,0.001
E01003642,1,0.001
E01003643,1,0.001
E01003644,1,0.001
E01003645,1,0.001
E01003646,1,0.001
E01003647,1,0.001
E01003648,1,0.006
E01003649,1,0.006
E01003650,1,0.002
E01003651,1,0.003
E01003652,1,0.015
E01003653,1,0.003
E01003654,0,0.381
E01003655,0,0.406
E01003657,0,0.273
E01003658,0,0.276
E01003659,0,0.249
E01003661,1,0.014
E01003662,1,0.006
E01003663,1,0.001
E01003664,0,0.053
E01003665,1,0.002
E01003666,1,0.001
E01003668,0,0.26
E01003669,0,0.075
E01003670,0,0.061
E01003671,0,0.236
E01003672,0,0.127
E01003673,0,0.08
E01003674,0,0.062
E01003675,1,0.006
E01003676,1,0.001
E01003677,0,0.105
E01003678,1,0.004
E01003679,1,0.004
E01003680,1,0.003
E01003681,1,0.001
E01003682,1,0.002
E01003683,1,0.001
E01003684,1,0.001
E01003685,1,0.001
E01003686,1,0.001
E01003688,1,0.001
E01003689,1,0.001
E01003690,1,0.001
E01003691,1,0.042
E01003692,1,0.012
E01003693,0,0.097
E01003694,1,0.031
E01003695,1,0.024
E01003696,1,0.001
E01003697,0,0.165
E01003698,1,0.039
E01003699,1,0.002
E01003700,1,0.005
E01003701,1,0.005
E01003703,0,0.116
E01003704,0,0.102
E01003705,1,0.018
E01003706,1,0.013
E01003707,1,0.046
E01003708,0,0.051
E01003709,1,0.029
E01003710,1,0.012
E01003711,1,0.007
E01003712,1,0.005
E01003713,1,0.001
E01003714,1,0.001
E01003715,1,0.001
E01003716,1,0.001
E01003718,1,0.003
E01003719,1,0.001
E01003720,1,0.047
E01003721,0,0.14
E01003722,0,0.358
E01003723,0,0.14
E01003726,2,0.032
E01003727,0,0.105
E01003728,1,0.001
E01003729,1,0.001
E01003730,1,0.001
E01003731,1,0.001
E01003732,1,0.001
E01003733,1,0.001
E01003734,1,0.001
E01003735,1,0.001
E01003736,1,0.003
E01003737,1,0.001
E01003738,1,0.001
E01003739,1,0.001
E01003740,1,0.001
E01003741,1,0.001
E01003742,1,0.001
E01003743,1,0.001
E01003746,3,0.037
E01003748,0,0.11
E01003749,0,0.182
E01003750,3,0.049
E01003751,1,0.001
E01003752,1,0.001
E01003753,1,0.001
E01003754,1,0.001
E01003755,1,0.001
E01003756,1,0.001
E01003757,1,0.001
E01003758,1,0.001
E01003759,0,0.162
E01003760,0,0.486
E01003761,0,0.421
E01003762,0,0.499
E01003763,0,0.086
E01003764,0,0.219
E01003765,0,0.295
E01003766,1,0.001
E01003767,1,0.001
E01003768,1,0.001
E01003769,1,0.001
E01003770,1,0.001
E01003771,1,0.001
E01003772,1,0.001
E01003773,1,0.001
E01003774,3,0.031
E01003775,0,0.083
E01003776,3,0.004
E01003777,3,0.018
E01003778,3,0.001
E01003779,3,0.012
E01003780,3,0.043
E01003781,1,0.003
E01003782,1,0.001
E01003783,1,0.001
E01003784,0,0.063
E01003785,1,0.004
E01003786,1,0.001
E01003787,1,0.001
E01003788,1,0.003
E01003789,3,0.034
E01003790,0,0.136
E01003791,0,0.053
E01003792,0,0.483
E01003793,3,0.034
E01003794,0,0.102
E01003795,0,0.465
E01003796,3,0.003
E01003797,3,0.009
E01003798,3,0.022
E01003799,3,0.004
E01003800,3,0.022
E01003801,3,0.008
E01003802,3,0.027
E01003803,0,0.081
E01003804,0,0.06
E01003805,0,0.126
E01003806,0,0.388
E01003807,3,0.004
E01003808,3,0.017
E01003809,0,0.11
E01003810,3,0.028
E01003811,0,0.06
E01003812,3,0.05
E01003813,0,0.149
E01003814,0,0.068
E01003815,0,0.058
E01003816,3,0.041
E01003817,0,0.2
E01003818,0,0.312
E01003819,0,0.063
E01003820,0,0.056
E01003821,3,0.014
E01003822,0,0.165
E01003824,0,0.21
E01003828,0,0.165
E01003829,0,0.425
E01003830,0,0.125
E01003831,0,0.293
E01003832,0,0.348
E01003833,0,0.303
E01003834,0,0.278
E01003835,3,0.044
E01003836,3,0.04
E01003837,3,0.035
E01003838,0,0.057
E01003839,0,0.143
E01003840,1,0.015
E01003841,0,0.063
E01003842,0,0.473
E01003843,1,0.011
E01003844,0,0.237
E01003845,0,0.425
E01003846,3,0.03
E01003847,0,0.395
E01003848,3,0.005
E01003849,3,0.018
E01003851,0,0.425
E01003852,3,0.044
E01003853,3,0.004
E01003854,3,0.011
E01003855,3,0.029
E01003856,3,0.008
E01003857,3,0.033
E01003858,3,0.004
E01003859,3,0.033
E01003860,3,0.024
E01003861,3,0.006
E01003862,3,0.004
E01003863,3,0.006
E01003864,3,0.011
E01003865,3,0.009
E01003866,3,0.004
E01003867,0,0.226
E01003868,3,0.002
E01003869,3,0.015
E01003870,3,0.019
E01003871,3,0.017
E01003872,3,0.001
E01003873,3,0.001
E01003874,3,0.007
E01003875,3,0.002
E01003876,3,0.002
E01003877,3,0.001
E01003878,3,0.002
E01003879,3,0.02
E01003880,0,0.285
E01003881,4,0.007
E01003882,3,0.032
E01003883,3,0.045
E01003884,0,0.153
E01003885,3,0.035
E01003886,3,0.015
E01003887,3,0.048
E01003888,3,0.014
E01003889,0,0.063
E01003890,0,0.136
E01003891,3,0.045
E01003892,3,0.007
E01003893,3,0.013
E01003894,3,0.008
E01003895,3,0.005
E01003896,3,0.016
E01003897,0,0.051
E01003898,0,0.052
E01003899,3,0.036
E01003900,3,0.021
E01003901,0,0.071
E01003902,0,0.197
E01003903,0,0.208
E01003904,3,0.019
E01003905,0,0.389
E01003906,0,0.38
E01003907,0,0.254
E01003908,0,0.449
E01003909,0,0.116
E01003910,0,0.102
E01003911,0,0.182
E01003912,0,0.407
E01003913,3,0.038
E01003914,0,0.085
E01003915,3,0.038
E01003916,0,0.22
E01003917,0,0.452
E01003918,0,0.146
E01003919,0,0.233
E01003920,0,0.283
E01003921,0,0.276
E01003922,0,0.216
E01003923,0,0.326
E01003924,0,0.282
E01003925,0,0.447
E01003926,0,0.24
E01003927,0,0.128
E01003929,2,0.003
E01003930,0,0.124
E01003932,0,0.41
E01003933,0,0.169
E01003934,0,0.059
E01003935,1,0.023
E01003936,0,0.403
E01003937,0,0.115
E01003938,0,0.233
E01003939,0,0.474
E01003940,0,0.484
E01003941,0,0.202
E01003942,0,0.259
E01003943,0,0.224
E01003945,3,0.003
E01003946,3,0.001
E01003947,3,0.031
E01003948,0,0.106
E01003949,3,0.005
E01003950,3,0.001
E01003951,3,0.001
E01003952,3,0.001
E01003953,3,0.001
E01003954,3,0.001
E01003955,3,0.001
E01003956,3,0.001
E01003957,3,0.008
E01003958,3,0.001
E01003960,0,0.138
E01003961,0,0.149
E01003963,0,0.319
E01003964,1,0.015
E01003966,1,0.048
E01003967,0,0.259
E01003968,1,0.047
E01003969,0,0.433
E01003970,1,0.042
E01003971,1,0.026
E01003972,0,0.118
E01003973,0,0.099
E01003974,0,0.099
E01003975,2,0.003
E01003976,0,0.181
E01003977,0,0.065
E01003978,0,0.442
E01003979,0,0.208
E01003980,0,0.133
