code,LISA_Cluster,LISA_P_Value
E01002651,0,0.081
E01002652,0,0.418
E01002653,0,0.467
E01002654,0,0.312
E01002655,0,0.464
E01002656,0,0.128
E01002657,0,0.226
E01002658,0,0.499
E01002659,0,0.284
E01002660,0,0.142
E01002661,0,0.381
E01002662,0,0.256
E01002663,0,0.176
E01002664,0,0.185
E01002665,0,0.311
E01002666,0,0.314
E01002667,0,0.071
E01002668,0,0.255
E01002669,0,0.25
E01002670,0,0.235
E01002671,0,0.11
E01002672,0,0.256
E01002673,0,0.24
E01002674,0,0.316
E01002675,0,0.123
E01002676,0,0.059
E01002677,0,0.462
E01002678,3,0.009
E01002679,4,0.033
E01002680,0,0.057
E01002681,0,0.273
E01002682,0,0.198
E01002683,0,0.234
E01002684,0,0.159
E01002686,3,0.005
E01002687,0,0.206
E01002689,0,0.286
E01002690,0,0.422
E01002691,0,0.175
E01002692,0,0.459
E01002693,0,0.369
E01002694,0,0.114
E01002695,1,0.021
E01002696,0,0.147
E01002697,0,0.07
E01002698,0,0.051
E01002699,1,0.03
E01002700,1,0.031
E01002701,0,0.061
E01002702,1,0.031
E01002703,1,0.011
E01002704,3,0.001
E01002706,0,0.051
E01002707,1,0.033
E01002708,0,0.388
E01002709,0,0.143
E01002710,0,0.397
E01002711,0,0.424
E01002712,1,0.028
E01002713,1,0.035
E01002714,1,0.041
E01002715,0,0.072
E01002716,1,0.029
E01002717,0,0.127
E01002718,1,0.029
E01002719,0,0.127
E01002720,0,0.128
E01002721,1,0.004
E01002722,0,0.183
E01002723,1,0.009
E01002724,0,0.067
E01002725,0,0.064
E01002726,1,0.02
E01002727,1,0.008
E01002728,1,0.026
E01002729,1,0.008
E01002730,0,0.11
E01002731,1,0.006
E01002732,1,0.016
E01002733,1,0.009
E01002734,0,0.079
E01002735,1,0.007
E01002736,1,0.007
E01002737,1,0.006
E01002738,0,0.263
E01002739,0,0.344
E01002740,0,0.42
E01002741,0,0.19
E01002742,1,0.017
E01002743,0,0.128
E01002744,0,0.126
E01002745,0,0.089
E01002747,1,0.004
E01002748,0,0.085
E01002749,1,0.001
E01002751,0,0.289
E01002752,1,0.004
E01002753,1,0.021
E01002754,0,0.18
E01002755,0,0.499
E01002756,0,0.357
E01002757,0,0.366
E01002758,0,0.1
E01002759,0,0.099
E01002760,1,0.032
E01002762,1,0.024
E01002763,1,0.031
E01002764,0,0.088
E01002765,1,0.003
E01002766,1,0.008
E01002767,1,0.006
E01002768,1,0.047
E01002769,0,0.051
E01002770,0,0.284
E01002771,0,0.153
E01002772,1,0.049
E01002773,4,0.029
E01002774,1,0.013
E01002775,0,0.438
E01002776,1,0.026
E01002777,0,0.105
E01002778,1,0.004
E01002779,1,0.014
E01002780,0,0.253
E01002781,0,0.186
E01002782,1,0.006
E01002783,1,0.037
E01002784,1,0.049
E01002785,1,0.012
E01002786,0,0.054
E01002787,0,0.059
E01002788,0,0.073
E01002789,0,0.062
E01002790,0,0.108
E01002791,0,0.206
E01002792,0,0.211
E01002793,0,0.315
E01002794,2,0.023
E01002795,0,0.082
E01002796,1,0.027
E01002797,1,0.032
E01002798,1,0.027
E01002799,0,0.206
E01002800,1,0.018
E01002801,0,0.368
E01002802,0,0.18
E01002803,0,0.07
E01002804,1,0.046
E01002805,1,0.02
E01002806,0,0.059
E01002807,1,0.004
E01002808,1,0.001
E01002809,1,0.022
E01002810,1,0.011
E01002811,0,0.23
E01002812,1,0.001
E01002813,1,0.017
E01002814,1,0.02
E01002815,1,0.001
E01002816,0,0.301
E01002817,0,0.247
E01002818,4,0.012
E01002819,3,0.006
E01002820,0,0.438
E01002821,0,0.063
E01002822,0,0.29
E01002823,0,0.411
E01002824,3,0.01
E01002825,0,0.104
E01002826,0,0.08
E01002827,0,0.332
E01002828,0,0.26
E01002829,1,0.026
E01002830,1,0.013
E01002831,1,0.04
E01002832,1,0.038
E01002833,0,0.158
E01002834,1,0.004
E01002835,1,0.001
E01002836,1,0.005
E01002837,1,0.039
E01002838,1,0.034
E01002839,1,0.001
E01002840,0,0.076
E01002841,0,0.253
E01002842,0,0.321
E01002843,0,0.124
E01002844,0,0.362
E01002845,0,0.382
E01002846,1,0.001
E01002847,1,0.001
E01002848,1,0.001
E01002849,1,0.001
E01002850,1,0.001
E01002851,1,0.006
E01002852,2,0.009
E01002853,0,0.205
E01002854,1,0.004
E01002855,0,0.077
E01002856,1,0.043
E01002857,1,0.043
E01002858,1,0.005
E01002859,0,0.117
E01002860,0,0.083
E01002861,1,0.014
E01002862,0,0.086
E01002863,0,0.37
E01002864,0,0.496
E01002865,0,0.381
E01002866,0,0.208
E01002867,0,0.212
E01002868,0,0.493
E01002869,0,0.4
E01002870,0,0.43
E01002871,0,0.305
E01002872,0,0.127
E01002873,0,0.336
E01002874,0,0.164
E01002875,0,0.115
E01002876,0,0.356
E01002877,0,0.316
E01002878,1,0.017
E01002879,1,0.047
E01002880,1,0.033
E01002881,0,0.077
E01002882,0,0.173
E01002883,0,0.237
E01002884,0,0.218
E01002885,0,0.128
E01002886,1,0.011
E01002887,1,0.023
E01002888,1,0.003
E01002889,0,0.466
E01002890,1,0.001
E01002891,0,0.096
E01002892,0,0.468
E01002893,0,0.147
E01002894,1,0.004
E01002895,1,0.002
E01002896,0,0.135
E01002897,0,0.095
E01002898,1,0.002
E01002899,0,0.18
E01002900,3,0.037
E01002901,0,0.334
E01002902,0,0.096
E01002903,0,0.42
E01002904,0,0.235
E01002905,0,0.191
E01002906,1,0.05
E01002907,0,0.187
E01002908,0,0.405
E01002909,0,0.056
E01002910,0,0.2
E01002911,0,0.095
E01002912,0,0.094
E01002913,0,0.287
E01002914,2,0.012
E01002915,3,0.037
E01002916,0,0.065
E01002917,0,0.053
E01002920,3,0.043
E01002921,0,0.138
E01002922,0,0.113
E01002923,0,0.106
E01002924,3,0.031
E01002925,0,0.086
E01002926,3,0.026
E01002927,0,0.052
E01002928,0,0.106
E01002929,0,0.061
E01002930,0,0.176
E01002931,0,0.103
E01002932,0,0.119
E01002933,0,0.149
E01002934,0,0.366
E01002935,0,0.422
E01002937,0,0.497
E01002938,0,0.078
E01002939,0,0.11
E01002940,0,0.071
E01002942,0,0.305
E01002943,0,0.254
E01002945,0,0.198
E01002947,0,0.132
E01002949,0,0.097
E01002951,3,0.019
E01002952,3,0.006
E01002953,3,0.007
E01002954,0,0.141
E01002955,3,0.002
E01002956,3,0.006
E01002957,3,0.006
E01002958,0,0.211
E01002959,3,0.036
E01002960,0,0.063
E01002961,0,0.056
E01002962,0,0.161
E01002963,0,0.114
E01002964,3,0.035
E01002965,4,0.018
E01002966,0,0.112
E01002967,0,0.466
E01002968,0,0.465
E01002969,0,0.408
E01002970,0,0.327
E01002971,0,0.094
E01002972,0,0.292
E01002973,0,0.12
E01002974,0,0.249
E01002975,0,0.136
E01002976,3,0.05
E01002977,0,0.099
E01002980,0,0.057
E01002981,0,0.055
E01002982,0,0.148
E01002983,0,0.18
E01002984,0,0.125
E01002985,0,0.244
E01002986,0,0.061
E01002987,0,0.367
E01002989,0,0.32
E01002990,0,0.316
E01002991,0,0.21
E01002992,0,0.104
E01002996,0,0.181
E01002997,0,0.187
E01002998,0,0.302
E01002999,0,0.225
E01003001,0,0.45
E01003003,0,0.248
E01003004,0,0.335
E01003005,0,0.301
E01003006,3,0.018
E01003007,3,0.018
E01003008,3,0.017
E01003009,3,0.039
E01003010,0,0.079
E01003011,0,0.118
E01003013,3,0.021
E01003014,0,0.105
E01003015,0,0.199
E01003016,3,0.002
E01003017,4,0.024
E01003018,1,0.017
E01003019,1,0.008
E01003020,1,0.008
E01003021,1,0.003
E01003022,1,0.03
E01003023,1,0.025
E01003024,1,0.002
E01003025,1,0.025
E01003026,0,0.481
E01003027,0,0.208
E01003028,0,0.215
E01003029,0,0.051
E01003030,0,0.307
E01003031,0,0.165
E01003032,0,0.141
E01003033,0,0.483
E01003034,0,0.065
E01003035,1,0.019
E01003036,1,0.011
E01003037,1,0.021
E01003038,0,0.096
E01003039,0,0.114
E01003040,0,0.309
E01003041,1,0.008
E01003042,0,0.429
E01003043,0,0.244
E01003044,1,0.018
E01003045,1,0.025
E01003046,1,0.004
E01003047,2,0.003
E01003048,1,0.024
E01003049,0,0.079
E01003050,0,0.104
E01003051,1,0.023
E01003052,0,0.055
E01003053,1,0.001
E01003054,1,0.001
E01003055,1,0.001
E01003056,1,0.001
E01003057,1,0.001
E01003058,1,0.006
E01003059,0,0.057
E01003060,1,0.001
E01003061,0,0.113
E01003062,0,0.088
E01003063,0,0.364
E01003064,0,0.208
E01003065,0,0.47
E01003066,0,0.185
E01003067,0,0.13
E01003068,0,0.299
E01003069,0,0.466
E01003070,0,0.446
E01003071,0,0.451
E01003072,0,0.235
E01003073,1,0.05
E01003074,2,0.039
E01003075,0,0.058
E01003076,0,0.101
E01003077,0,0.121
E01003078,0,0.238
E01003079,0,0.223
E01003080,0,0.347
E01003081,0,0.213
E01003082,0,0.429
E01003083,0,0.127
E01003084,0,0.277
E01003085,0,0.158
E01003086,0,0.284
E01003087,0,0.247
E01003088,1,0.001
E01003089,0,0.115
E01003090,1,0.002
E01003091,0,0.097
E01003092,1,0.024
E01003093,1,0.011
E01003094,1,0.001
E01003095,1,0.002
E01003096,1,0.001
E01003097,1,0.002
E01003098,1,0.036
E01003099,2,0.006
E01003100,0,0.101
E01003101,0,0.348
E01003102,0,0.279
E01003104,0,0.058
E01003105,0,0.252
E01003106,1,0.015
E01003107,0,0.258
E01003108,1,0.031
E01003109,0,0.137
E01003110,1,0.036
E01003169,0,0.256
E01003170,0,0.064
E01003171,1,0.037
E01003172,0,0.181
E01003173,0,0.064
E01003111,1,0.036
E01003112,4,0.024
E01003113,1,0.012
E01003114,1,0.001
E01003115,0,0.293
E01003116,0,0.241
E01003117,1,0.043
E01003118,0,0.118
E01003119,0,0.14
E01003120,1,0.028
E01003121,0,0.092
E01003122,0,0.193
E01003123,1,0.008
E01003124,1,0.029
E01003125,1,0.001
E01003126,1,0.029
E01003127,1,0.001
E01003128,1,0.002
E01003129,1,0.004
E01003130,0,0.061
E01003131,1,0.013
E01003132,1,0.025
E01003133,0,0.112
E01003134,1,0.041
E01003135,1,0.021
E01003136,1,0.016
E01003137,1,0.019
E01003138,0,0.221
E01003139,1,0.025
E01003140,1,0.04
E01003141,0,0.418
E01003142,0,0.184
E01003143,0,0.072
E01003144,0,0.12
E01003145,1,0.041
E01003146,1,0.005
E01003147,0,0.149
E01003148,0,0.078
E01003149,0,0.462
E01003150,0,0.147
E01003151,1,0.05
E01003152,0,0.082
E01003153,0,0.067
E01003154,0,0.217
E01003155,1,0.036
E01003156,0,0.053
E01003157,1,0.01
E01003158,0,0.131
E01003159,1,0.01
E01003160,0,0.053
E01003161,1,0.001
E01003162,0,0.079
E01003163,1,0.016
E01003164,0,0.337
E01003165,0,0.308
E01003166,0,0.423
E01003167,0,0.457
E01003168,0,0.265
E01003174,0,0.115
E01003175,0,0.117
E01003176,1,0.029
E01003177,0,0.485
E01003178,1,0.008
E01003179,0,0.309
E01003180,0,0.134
E01003181,1,0.008
E01003182,1,0.014
E01003183,0,0.073
E01003184,0,0.067
E01003185,0,0.07
E01003186,1,0.001
E01003187,0,0.054
E01003188,0,0.133
E01003189,0,0.081
E01003190,0,0.099
E01003191,3,0.046
E01003192,3,0.011
E01003193,0,0.455
E01003194,0,0.361
E01003195,0,0.347
E01003196,0,0.301
E01003197,0,0.256
E01003198,0,0.065
E01003199,0,0.089
E01003200,3,0.008
E01003201,0,0.135
E01003202,0,0.053
E01003203,0,0.328
E01003204,3,0.018
E01003205,0,0.447
E01003206,3,0.035
E01003207,0,0.298
E01003209,0,0.35
E01003210,0,0.465
E01003211,0,0.326
E01003212,0,0.331
E01003213,0,0.386
E01003214,0,0.221
E01003215,0,0.302
E01003216,0,0.277
E01003217,0,0.328
E01003218,0,0.27
E01003219,0,0.359
E01003220,0,0.253
E01003221,0,0.264
E01003222,0,0.449
E01003223,0,0.345
E01003224,0,0.325
E01003225,0,0.221
E01003226,0,0.246
E01003227,0,0.321
E01003228,0,0.472
E01003229,0,0.486
E01003230,0,0.336
E01003231,0,0.338
E01003232,0,0.397
E01003233,0,0.206
E01003235,3,0.014
E01003236,0,0.172
E01003237,0,0.242
E01003238,0,0.426
E01003239,0,0.258
E01003240,3,0.046
E01003241,3,0.049
E01003243,3,0.016
E01003305,0,0.177
E01003307,0,0.175
E01003308,0,0.402
E01003309,0,0.475
E01003310,0,0.37
E01003311,0,0.292
E01003312,0,0.39
E01003313,0,0.273
E01003244,0,0.26
E01003245,0,0.132
E01003246,0,0.444
E01003247,0,0.374
E01003248,0,0.42
E01003249,0,0.347
E01003250,0,0.225
E01003251,0,0.307
E01003252,0,0.425
E01003253,0,0.317
E01003254,0,0.126
E01003255,0,0.195
E01003256,0,0.454
E01003257,0,0.096
E01003258,0,0.065
E01003259,0,0.153
E01003260,0,0.061
E01003261,0,0.178
E01003262,0,0.419
E01003263,0,0.09
E01003264,3,0.039
E01003265,3,0.046
E01003266,4,0.015
E01003267,3,0.01
E01003268,0,0.259
E01003269,0,0.076
E01003270,0,0.135
E01003271,3,0.024
E01003272,0,0.452
E01003273,0,0.456
E01003274,0,0.126
E01003275,0,0.086
E01003276,0,0.199
E01003277,0,0.426
E01003278,0,0.481
E01003279,0,0.257
E01003280,0,0.137
E01003281,0,0.457
E01003282,0,0.265
E01003283,0,0.334
E01003284,0,0.245
E01003285,0,0.312
E01003286,0,0.105
E01003287,0,0.456
E01003288,0,0.396
E01003290,0,0.218
E01003291,0,0.312
E01003292,0,0.175
E01003293,0,0.317
E01003295,0,0.199
E01003296,0,0.478
E01003297,0,0.099
E01003298,0,0.435
E01003299,0,0.216
E01003300,0,0.381
E01003301,0,0.469
E01003302,0,0.086
E01003303,0,0.378
E01003304,0,0.422
E01003314,0,0.088
E01003315,0,0.284
E01003316,0,0.172
E01003317,0,0.348
E01003318,0,0.179
E01003319,0,0.378
E01003320,0,0.062
E01003321,0,0.201
E01003322,0,0.181
E01003323,0,0.12
E01003324,0,0.33
E01003325,0,0.191
E01003326,0,0.458
E01003327,0,0.43
E01003328,0,0.31
E01003329,0,0.361
E01003330,3,0.04
E01003331,0,0.161
E01003332,0,0.076
E01003333,0,0.321
E01003334,0,0.489
E01003335,0,0.312
E01003336,0,0.458
E01003337,0,0.121
E01003338,0,0.089
E01003339,0,0.227
E01003340,0,0.3
E01003341,0,0.31
E01003342,0,0.281
E01003343,0,0.388
E01003344,0,0.332
E01003345,0,0.245
E01003346,0,0.345
E01003347,0,0.189
E01003348,0,0.257
E01003349,0,0.372
E01003350,0,0.353
E01003351,0,0.245
E01003352,0,0.051
E01003353,0,0.068
E01003354,0,0.312
E01003355,1,0.05
E01003356,0,0.442
E01003357,0,0.247
E01003358,0,0.154
E01003359,0,0.257
E01003360,0,0.092
E01003361,0,0.06
E01003362,0,0.069
E01003363,0,0.102
E01003364,4,0.017
E01003365,0,0.057
E01003366,0,0.275
E01003367,0,0.057
E01003368,0,0.379
E01003369,0,0.219
E01003370,0,0.153
E01003371,0,0.324
E01003372,1,0.013
E01003373,0,0.189
E01003374,0,0.147
E01003375,3,0.009
E01003376,0,0.306
E01003377,0,0.139
E01003378,0,0.339
E01003379,0,0.26
E01003380,0,0.359
E01003381,0,0.254
E01003382,0,0.45
E01003383,0,0.297
E01003384,0,0.405
E01003385,0,0.457
E01003386,0,0.361
E01003387,0,0.422
E01003388,0,0.129
E01003389,0,0.217
E01003390,0,0.176
E01003391,0,0.126
E01003392,2,0.015
E01003393,1,0.014
E01003394,1,0.021
E01003395,0,0.154
E01003396,1,0.002
E01003397,1,0.015
E01003398,1,0.003
E01003399,0,0.445
E01003400,0,0.337
E01003401,0,0.188
E01003402,0,0.341
E01003403,0,0.07
E01003404,0,0.144
E01003405,0,0.113
E01003406,0,0.418
E01003407,0,0.457
E01003408,0,0.474
E01003409,0,0.458
E01003410,0,0.414
E01003411,0,0.328
E01003412,0,0.146
E01003413,0,0.275
E01003414,0,0.22
E01003415,0,0.244
E01003416,0,0.374
E01003417,0,0.125
E01003418,0,0.07
E01003419,0,0.07
E01003420,0,0.143
E01003421,0,0.053
E01003422,0,0.058
E01003423,0,0.19
E01003424,0,0.225
E01003425,0,0.164
E01003426,0,0.113
E01003427,0,0.139
E01003428,0,0.455
E01003429,0,0.393
E01003430,0,0.444
E01003431,0,0.465
E01003432,0,0.092
E01003433,0,0.343
E01003434,0,0.054
E01003435,0,0.129
E01003436,0,0.443
E01003437,0,0.068
E01003438,0,0.182
E01003439,0,0.128
E01003440,0,0.155
E01003441,3,0.029
E01003442,0,0.061
E01003443,0,0.285
E01003444,0,0.126
E01003445,3,0.018
E01003446,0,0.397
E01003447,0,0.08
E01003448,0,0.309
E01003449,0,0.295
E01003450,0,0.351
E01003451,0,0.1
E01003452,0,0.069
E01003453,0,0.15
E01003454,0,0.313
E01003455,0,0.306
E01003456,0,0.092
E01003457,0,0.267
E01003458,0,0.146
E01003459,0,0.119
E01003460,3,0.009
E01003461,3,0.031
E01003462,3,0.014
E01003463,3,0.007
E01003464,3,0.01
E01003465,3,0.03
E01003466,0,0.074
E01003467,0,0.057
E01003468,0,0.076
E01003469,0,0.109
E01003470,0,0.136
E01003471,0,0.155
E01003472,0,0.385
E01003473,0,0.409
E01003474,0,0.161
E01003475,0,0.233
E01003476,0,0.337
E01003477,0,0.361
E01003478,0,0.126
E01003479,0,0.111
E01003480,3,0.014
E01003481,0,0.067
E01003482,0,0.069
E01003483,0,0.171
E01003484,4,0.049
E01003485,0,0.147
E01003486,0,0.066
E01003487,4,0.027
E01003488,1,0.001
E01003489,1,0.001
E01003490,1,0.001
E01003491,1,0.001
E01003492,1,0.001
E01003493,1,0.001
E01003494,1,0.001
E01003495,1,0.001
E01003496,0,0.49
E01003497,0,0.462
E01003498,0,0.152
E01003499,1,0.025
E01003500,0,0.437
E01003501,0,0.17
E01003502,0,0.389
E01003503,0,0.469
E01003506,0,0.196
E01003507,1,0.008
E01003508,1,0.019
E01003509,0,0.164
E01003511,0,0.41
E01003512,0,0.261
E01003513,3,0.05
E01003514,0,0.354
E01003515,0,0.21
E01003516,1,0.041
E01003517,2,0.008
E01003518,0,0.147
E01003519,0,0.174
E01003520,1,0.001
E01003521,1,0.001
E01003522,1,0.001
E01003523,1,0.002
E01003524,1,0.001
E01003525,1,0.001
E01003526,1,0.005
E01003527,1,0.001
E01003528,0,0.065
E01003529,1,0.001
E01003530,1,0.001
E01003531,1,0.001
E01003532,1,0.001
E01003533,1,0.001
E01003534,1,0.001
E01003535,0,0.269
E01003536,0,0.215
E01003537,1,0.008
E01003538,1,0.042
E01003539,1,0.008
E01003540,0,0.35
E01003541,0,0.368
E01003542,0,0.134
E01003543,1,0.048
E01003544,1,0.003
E01003545,1,0.025
E01003546,1,0.002
E01003547,0,0.309
E01003548,1,0.002
E01003549,1,0.013
E01003550,0,0.453
E01003551,1,0.003
E01003552,1,0.002
E01003553,1,0.001
E01003554,1,0.01
E01003555,1,0.04
E01003556,1,0.001
E01003557,1,0.001
E01003558,1,0.001
E01003559,1,0.002
E01003560,1,0.001
E01003561,1,0.001
E01003562,1,0.001
E01003563,1,0.001
E01003564,1,0.001
E01003565,1,0.001
E01003566,1,0.001
E01003567,1,0.001
E01003568,1,0.001
E01003569,1,0.001
E01003570,1,0.001
E01003571,1,0.001
E01003572,1,0.001
E01003573,1,0.001
E01003574,1,0.001
E01003575,1,0.001
E01003576,0,0.323
E01003577,0,0.051
E01003578,0,0.359
E01003579,1,0.016
E01003580,0,0.088
E01003581,1,0.042
E01003582,1,0.048
E01003583,1,0.007
E01003584,0,0.284
E01003585,1,0.022
E01003586,1,0.001
E01003587,1,0.002
E01003588,1,0.001
E01003589,1,0.001
E01003590,0,0.103
E01003591,0,0.495
E01003592,1,0.001
E01003593,1,0.006
E01003594,1,0.014
E01003595,1,0.005
E01003596,1,0.002
E01003597,1,0.001
E01003598,1,0.001
E01003599,1,0.001
E01003600,1,0.001
E01003601,1,0.001
E01003602,1,0.007
E01003603,1,0.001
E01003604,0,0.222
E01003605,1,0.001
E01003606,1,0.001
E01003607,1,0.001
E01003608,1,0.023
E01003609,3,0.05
E01003611,4,0.021
E01003615,0,0.267
E01003616,0,0.25
E01003617,0,0.162
E01003618,0,0.066
E01003619,4,0.033
E01003621,1,0.028
E01003622,0,0.063
E01003623,0,0.406
E01003624,0,0.324
E01003625,2,0.009
E01003626,1,0.002
E01003627,1,0.001
E01003628,1,0.002
E01003629,1,0.001
E01003630,1,0.002
E01003631,0,0.208
E01003632,1,0.011
E01003633,1,0.006
E01003634,0,0.261
E01003635,2,0.001
E01003636,1,0.004
E01003637,1,0.018
E01003638,0,0.329
E01003639,0,0.062
E01003640,3,0.013
E01003641,0,0.215
E01003642,0,0.265
E01003643,0,0.419
E01003644,1,0.021
E01003645,0,0.095
E01003646,0,0.449
E01003647,0,0.352
E01003648,0,0.454
E01003649,0,0.334
E01003650,0,0.103
E01003651,0,0.355
E01003652,0,0.184
E01003653,0,0.136
E01003654,0,0.26
E01003655,0,0.228
E01003657,3,0.01
E01003658,0,0.296
E01003659,0,0.115
E01003661,0,0.274
E01003662,0,0.253
E01003663,0,0.354
E01003664,0,0.448
E01003665,0,0.366
E01003666,0,0.168
E01003668,0,0.248
E01003669,0,0.089
E01003670,3,0.035
E01003671,0,0.192
E01003672,0,0.384
E01003673,4,0.027
E01003674,0,0.2
E01003675,0,0.177
E01003676,0,0.463
E01003677,3,0.02
E01003678,0,0.275
E01003679,0,0.207
E01003680,0,0.206
E01003681,0,0.278
E01003682,0,0.258
E01003683,1,0.014
E01003684,0,0.068
E01003685,1,0.004
E01003686,1,0.001
E01003688,1,0.03
E01003689,2,0.001
E01003690,2,0.006
E01003691,0,0.241
E01003692,0,0.393
E01003693,0,0.181
E01003694,0,0.305
E01003695,0,0.124
E01003696,0,0.387
E01003697,3,0.047
E01003698,3,0.036
E01003699,3,0.035
E01003700,0,0.052
E01003701,0,0.095
E01003703,0,0.093
E01003704,0,0.1
E01003705,0,0.21
E01003706,4,0.03
E01003707,0,0.195
E01003708,0,0.057
E01003709,0,0.135
E01003710,3,0.044
E01003711,0,0.316
E01003712,0,0.457
E01003713,0,0.463
E01003714,1,0.006
E01003715,1,0.027
E01003716,0,0.265
E01003718,0,0.296
E01003719,2,0.029
E01003720,3,0.016
E01003721,0,0.108
E01003722,4,0.013
E01003723,3,0.024
E01003726,3,0.008
E01003727,0,0.329
E01003728,0,0.174
E01003729,1,0.009
E01003730,0,0.087
E01003731,1,0.001
E01003732,1,0.049
E01003733,0,0.063
E01003734,0,0.055
E01003735,0,0.054
E01003736,0,0.093
E01003737,0,0.091
E01003738,0,0.443
E01003739,0,0.159
E01003740,0,0.099
E01003741,0,0.421
E01003742,0,0.104
E01003743,0,0.116
E01003746,3,0.02
E01003748,0,0.105
E01003749,0,0.19
E01003750,3,0.014
E01003751,0,0.465
E01003752,0,0.4
E01003753,0,0.139
E01003754,0,0.172
E01003755,1,0.017
E01003756,1,0.022
E01003757,1,0.013
E01003758,1,0.009
E01003759,0,0.104
E01003760,0,0.219
E01003761,0,0.122
E01003762,0,0.154
E01003763,3,0.041
E01003764,0,0.084
E01003765,0,0.171
E01003766,1,0.042
E01003767,1,0.018
E01003768,1,0.009
E01003769,0,0.084
E01003770,0,0.286
E01003771,0,0.185
E01003772,0,0.247
E01003773,0,0.277
E01003774,3,0.042
E01003775,0,0.063
E01003776,3,0.016
E01003777,4,0.047
E01003778,0,0.053
E01003779,0,0.063
E01003780,3,0.041
E01003781,0,0.31
E01003782,1,0.014
E01003783,0,0.056
E01003784,0,0.377
E01003785,0,0.403
E01003786,0,0.369
E01003787,0,0.188
E01003788,0,0.319
E01003789,0,0.119
E01003790,3,0.01
E01003791,0,0.239
E01003792,3,0.045
E01003793,3,0.005
E01003794,0,0.058
E01003795,3,0.013
E01003796,3,0.021
E01003797,3,0.019
E01003798,3,0.011
E01003799,3,0.011
E01003800,3,0.013
E01003801,0,0.082
E01003802,0,0.117
E01003803,0,0.095
E01003804,4,0.024
E01003805,3,0.005
E01003806,3,0.006
E01003807,0,0.248
E01003808,0,0.41
E01003809,0,0.225
E01003810,3,0.028
E01003811,0,0.051
E01003812,0,0.067
E01003813,3,0.014
E01003814,0,0.055
E01003815,3,0.023
E01003816,3,0.002
E01003817,3,0.003
E01003818,3,0.024
E01003819,3,0.005
E01003820,3,0.004
E01003821,3,0.004
E01003822,3,0.032
E01003824,0,0.055
E01003828,3,0.04
E01003829,0,0.054
E01003830,3,0.016
E01003831,0,0.054
E01003832,0,0.101
E01003833,0,0.057
E01003834,3,0.014
E01003835,3,0.029
E01003836,0,0.107
E01003837,3,0.023
E01003838,3,0.024
E01003839,3,0.007
E01003840,0,0.133
E01003841,3,0.039
E01003842,0,0.107
E01003843,3,0.016
E01003844,0,0.059
E01003845,3,0.039
E01003846,3,0.002
E01003847,0,0.055
E01003848,0,0.189
E01003849,3,0.005
E01003851,3,0.005
E01003852,3,0.044
E01003853,0,0.056
E01003854,0,0.243
E01003855,0,0.175
E01003856,0,0.447
E01003857,4,0.045
E01003858,0,0.329
E01003859,0,0.413
E01003860,3,0.003
E01003861,0,0.104
E01003862,0,0.3
E01003863,0,0.42
E01003864,3,0.009
E01003865,0,0.177
E01003866,0,0.26
E01003867,0,0.078
E01003868,0,0.142
E01003869,0,0.137
E01003870,0,0.208
E01003871,0,0.072
E01003872,0,0.052
E01003873,0,0.094
E01003874,0,0.065
E01003875,0,0.078
E01003876,3,0.027
E01003877,4,0.016
E01003878,3,0.017
E01003879,3,0.029
E01003880,3,0.036
E01003881,3,0.021
E01003882,0,0.154
E01003883,0,0.097
E01003884,0,0.162
E01003885,0,0.147
E01003886,0,0.106
E01003887,4,0.014
E01003888,3,0.025
E01003889,3,0.039
E01003890,0,0.193
E01003891,0,0.057
E01003892,3,0.004
E01003893,3,0.021
E01003894,0,0.079
E01003895,3,0.011
E01003896,0,0.063
E01003897,0,0.102
E01003898,0,0.109
E01003899,3,0.038
E01003900,0,0.071
E01003901,0,0.116
E01003902,3,0.03
E01003903,3,0.026
E01003904,0,0.221
E01003905,0,0.268
E01003906,0,0.293
E01003907,0,0.133
E01003908,0,0.239
E01003909,0,0.188
E01003910,0,0.108
E01003911,0,0.207
E01003912,1,0.009
E01003913,0,0.158
E01003914,0,0.162
E01003915,0,0.452
E01003916,1,0.022
E01003917,0,0.069
E01003918,1,0.029
E01003919,1,0.009
E01003920,1,0.029
E01003921,0,0.06
E01003922,0,0.27
E01003923,0,0.212
E01003924,0,0.128
E01003925,0,0.076
E01003926,1,0.023
E01003927,0,0.133
E01003929,3,0.001
E01003930,0,0.2
E01003932,0,0.183
E01003933,2,0.016
E01003934,3,0.001
E01003935,3,0.001
E01003936,0,0.082
E01003937,0,0.478
E01003938,0,0.182
E01003939,0,0.311
E01003940,0,0.075
E01003941,1,0.009
E01003942,1,0.006
E01003943,0,0.076
E01003945,3,0.048
E01003946,0,0.075
E01003947,3,0.032
E01003948,3,0.014
E01003949,3,0.046
E01003950,3,0.05
E01003951,3,0.041
E01003952,1,0.032
E01003953,1,0.041
E01003954,1,0.01
E01003955,0,0.126
E01003956,1,0.027
E01003957,0,0.235
E01003958,0,0.451
E01003960,1,0.021
E01003961,1,0.001
E01003963,1,0.01
E01003964,2,0.003
E01003966,1,0.015
E01003967,0,0.407
E01003968,0,0.199
E01003969,2,0.001
E01003970,2,0.004
E01003971,1,0.012
E01003972,1,0.01
E01003973,0,0.105
E01003974,0,0.054
E01003975,0,0.272
E01003976,0,0.2
E01003977,1,0.015
E01003978,1,0.01
E01003979,1,0.011
E01003980,1,0.001
