code,name,x,y,Retail,Bus Stop Density,Catering,Student percentage,house hold language,Mobile Station Density,Multi-ethnic ratio,Multiple Faith Ratio,Social,Street Density,art count,Edu Count,bench count,bank atm count,Public transport rate,Population,Population Density,ImperviuosSurfaceRatio,BuildingCoverRatio,BuildingAge_averageyear,BuildingVolumn_sum,VacantHouse_count_flip,PopulationDifference,GSCP_flip,TCCR_flip,ThermalIntensity_avg
E01002829,Kensington and Chelsea 004A,524861.1405,181360.7253,-0.884615385,-0.568210263,-0.923076923,-0.894503957,-0.361471196,-1,-0.009463722,-0.652820638,-0.975460123,0.717450864,-1,-0.857142857,-1,-1,-0.040021614,-1.260725057,2.176053371,1.631982201,1.35314862,-1.784609385,-0.161895085,-1.242493883,-0.0255379,0.613999045,0.431383178,-0.282206
E01002830,Kensington and Chelsea 004B,524672.334,181458.3734,-0.923076923,-0.831789737,-0.974358974,-0.906150514,-0.395031936,-1,0.05362776,-0.508883783,-0.963190184,0.149076831,-1,-1,-1,-0.962962963,0.131693445,-0.305802115,1.863461603,1.115995181,1.153939443,-0.420937103,-0.112057376,-0.909818036,-0.028076172,0.613999045,-0.42697285,-0.118987608
E01002831,Kensington and Chelsea 004C,524436.7921,181268.0169,-0.384615385,-0.660325407,-0.846153846,-0.79317438,-0.374305548,-0.247001224,-0.27444795,-0.498737205,-0.901840491,-0.274687314,-1,-1,-1,-1,0.120506883,0.426096062,1.081982185,1.371654222,1.418053783,-0.942835438,0.084518735,-1.408831806,-0.029889224,0.613999045,0.289799908,-0.356978443
E01002832,Kensington and Chelsea 004D,524851.5937,181089.596,-0.846153846,-0.834418023,-0.961538462,-0.843251572,-0.323815901,-0.675887393,0.141955836,-0.508856618,-0.963190184,0.288981537,-1,-1,-0.991266376,-1,-0.107799775,-0.535109268,1.70716572,1.376988986,1.120672678,-1.389973713,-0.08695932,-1.159324921,-0.048744959,0.613999045,0.036383727,-0.606189171
E01002833,Kensington and Chelsea 007A,524621.4427,181026.7185,-0.692307692,-0.309136421,-0.794871795,-0.759108684,-0.350022213,-0.864871481,-0.041009464,-0.679227516,-0.877300613,-0.113460393,-1,-1,-0.991266376,-0.962962963,-0.005164275,-1.185336403,1.394573952,1.026003331,1.52765025,-1.852655498,0.013500619,-1.824676615,-0.034784463,0.613999045,-0.254773888,-0.707321153
E01002834,Kensington and Chelsea 013B,525836.3905,178587.2476,-1,-1,-1,-0.637786416,-0.002579806,-0.764014688,-0.034700315,-0.579114063,-1,0.364324002,-1,-0.857142857,-1,-1,0.044347798,-0.780122392,2.176053371,0.548466314,2.073021684,-2.139146345,0.169813476,-1.159324921,0.052604618,0.613999045,-0.57634535,-1.415949018
E01002835,Kensington and Chelsea 016C,526325.9038,178753.8013,-0.961538462,-0.336295369,-0.807692308,-0.510245764,0.002398666,-0.09130967,0.09148265,-0.401687132,-0.914110429,0.319118523,-1,-1,-0.930131004,-0.962962963,-0.001640445,-0.736145677,-0.012089001,1.278977452,2.126973351,-1.094780409,1.251902037,-3.820731696,0.247688957,0.613999045,0.16819802,-0.198383652
E01002836,Kensington and Chelsea 016D,526142.7653,178553.1796,-0.961538462,-0.826783479,-0.948717949,-0.595154704,-0.107651475,-0.932435741,-0.179810726,-0.498379351,-0.987730061,0.021083979,-1,-1,-1,-1,-0.237546533,-1.103665362,1.550869836,0.640075194,1.470739224,-2.116859975,0.164201262,-2.490028308,0.073817321,0.613999045,-0.781452544,-1.133098426
E01002837,Kensington and Chelsea 016E,526398.928,178370.0325,-1,-0.611138924,-1,-0.731264803,-0.099569637,-0.239167687,-0.167192429,-0.370332197,-1,0.252650387,-1,-1,-1,-1,-0.175965235,-1.018853127,1.863461603,1.723349899,2.213058721,-1.239635025,0.119070677,-2.57319727,0.058225078,0.613999045,0.478122825,0.184265002
E01002838,Kensington and Chelsea 020A,526579.5331,178246.8406,-1,-0.639674593,-1,0,0,-1,0,0,-0.987730061,0.050506254,-1,-1,-0.991266376,-1,0,0.083705928,2.488645138,0.84108867,1.473893689,-1.753236568,-0.009703026,0.83673016,-0.029164003,0.613999045,-0.263530469,0.18200933
E01002839,Kensington and Chelsea 013C,525890.6491,178763.6423,-1,-0.801501877,-0.987179487,-0.56800694,-0.016610173,-0.146144431,-0.312302839,-0.769373201,-1,0.1871352,-1,-1,-1,-1,0.166621082,-0.855511045,2.176053371,1.817658289,2.597250613,-1.952818971,0.268291467,-2.490028308,0.063482927,0.613999045,0.625729981,-0.858944047
E01002840,Kensington and Chelsea 021A,526753.9982,177401.8153,-0.884615385,-0.704255319,-0.961538462,-0.757036918,-0.303502659,-0.942227662,-0.230283912,-0.334842534,-0.987730061,-0.445920191,-0.972972973,-1,-0.956331878,-1,-0.136638203,-1.342396098,-0.324680769,-0.740329683,-0.071386321,0.200371631,0.127198312,-0.909818036,0.03610585,0.613999045,0.536621513,-0.823691103
E01002841,Kensington and Chelsea 021B,526399.26,177110.854,-0.961538462,-0.906382979,-0.987179487,-0.829624553,-0.428371263,-0.816891065,-0.041009464,-0.415198872,-0.975460123,0.018463371,-1,-1,-0.930131004,-1,-0.323306654,-1.301560577,-0.012089001,1.119539437,1.020661007,-1.354962714,0.357941537,-0.826649074,0.075811677,0.613999045,0.844150823,0.315675815
E01002842,Kensington and Chelsea 021C,526555.4278,177335.2762,-1,-1,-1,-0.681162267,0.221237246,-1,-0.072555205,0.014678107,-1,-0.564204884,-1,-0.857142857,-1,-1,0.132514919,-1.694209814,8.896776371,0.243469309,4.56048961,1.609423758,-0.235605346,0.420885352,-0.075396816,0.613999045,-0.937512586,-1.820324809
E01002843,Kensington and Chelsea 021D,526260.743,177276.9441,-0.807692308,-0.627909887,-1,-0.76663477,-0.196476566,-0.344920441,-0.230283912,-0.399897444,-0.975460123,-0.285169744,-1,-1,-0.92139738,-1,-0.07918233,-1.612538772,1.394573952,1.192886528,2.42888927,-0.216086795,0.152993352,-0.244466342,0.010904435,0.613999045,0.000188136,0.426871763
E01002844,Kensington and Chelsea 019A,527151.9519,177723.924,-0.846153846,-0.836921151,-0.884615385,-0.855115353,-0.41712478,-0.458017136,-0.179810726,-0.554616143,-0.987730061,0.023704586,-0.864864865,-1,-0.930131004,-1,-0.203463803,-1.18219521,-0.168384885,0.253636899,0.741528506,-0.961044397,0.215844195,-3.238548964,0.2456946,0.613999045,0.120051404,-2.997316682
E01002845,Kensington and Chelsea 019B,526893.1599,177673.8891,-0.730769231,-0.110387985,-0.987179487,-0.673172467,-0.32354919,-0.791432069,-0.217665615,-0.478664062,-0.987730061,0.038415724,-0.972972973,-1,-0.956331878,-1,-0.291769062,-1.185336403,1.550869836,0.973112605,1.29322951,-1.089590923,-0.10211626,-2.0741835,0.087959122,0.613999045,0.176666374,-0.823691103
E01002846,Kensington and Chelsea 017A,525327.357,178209.3435,-1,-0.525782228,-1,-0.288320882,0.000791198,-0.536352509,-0.173501577,-0.617340247,-0.987730061,-0.495473496,-1,-1,-1,-1,0.243949505,-1.364384455,0.45679865,1.529285432,5.015508223,-1.759831208,2.787965469,-1.325662844,-0.024812679,0.613999045,0.822662937,0.359444831
E01002847,Kensington and Chelsea 015B,525351.8315,178472.9946,-0.961538462,-0.653066333,-1,-0.611005437,-0.010104617,-0.72876377,-0.192429022,-0.612749816,-1,-0.131030375,-1,-1,-1,-1,0.337071412,-0.525685687,1.863461603,1.014394084,3.059678138,-1.916164979,0.384352632,-2.822704155,-0.034784463,0.613999045,-0.251104246,-0.306647693
E01002848,Kensington and Chelsea 015C,525090.7556,178480.9017,-1,-1,-1,-0.683734158,0.020230249,-0.880538556,-0.179810726,-0.688356124,-1,-0.233412746,-1,-1,-0.991266376,-1,0.161376342,-0.635627473,1.394573952,0.541253895,0.318510995,-2.009643244,-0.110298398,-1.991014538,-0.014296981,0.613999045,-0.337069461,0.359444831
E01002849,Kensington and Chelsea 017B,525613.8827,178381.2095,-0.923076923,-0.614893617,-0.935897436,-0.626556041,-0.010868952,-0.623500612,0.034700315,-0.470371496,-0.975460123,-0.034782609,-1,-1,-1,-1,-0.167136348,-0.974876413,1.863461603,0.935019486,2.747010078,-1.658175027,0.279614991,-0.909818036,-0.051101926,0.613999045,-0.214195316,-0.248005534
E01002850,Kensington and Chelsea 013D,525571.8384,178711.7619,-0.576923077,-0.832165207,-0.820512821,-0.445414918,0.045846251,-0.146634027,-0.003154574,-0.510255069,-0.963190184,0.250387135,-1,-1,-0.991266376,-0.925925926,0.214324514,-1.131936107,1.394573952,2.086099525,4.199370137,-1.741818639,0.499602851,-2.0741835,0.113885758,0.613999045,0.905408662,0.723171334
E01002851,Kensington and Chelsea 015D,525342.5473,178674.9337,-0.884615385,-0.792365457,-0.935897436,-0.547726294,-0.051355978,-0.8374541,-0.293375394,-0.81035658,-0.987730061,0.272900536,-1,-1,-1,-0.962962963,0.191516349,-0.698451351,2.488645138,1.572606913,4.20620283,-1.537819773,0.35245815,-1.741507653,-0.047838433,0.613999045,0.414044528,-0.306647693
E01002852,Kensington and Chelsea 001A,523643.6618,182386.5125,-0.961538462,-0.73204005,-0.961538462,-0.238843364,-0.108611802,-0.933414933,-0.047318612,-0.23057421,-0.950920245,-0.695294818,-1,-1,-0.956331878,-1,0.066738855,0.74021545,-0.949864304,-0.410877349,-0.694673814,1.518192567,0.312348498,-0.826649074,0.412676641,-0.523681084,0.112097361,0.484681194
E01002853,Kensington and Chelsea 001B,524217.9544,181936.7523,-0.961538462,-1,-0.987179487,-0.724802501,-0.187796724,-0.922643819,0.104100946,-0.212004926,-1,-0.267659321,-1,-1,-1,-1,-0.137712702,-2.360142918,0.925686301,1.155586491,0.669944598,1.105867694,-0.307023154,0.171378467,0.042632835,0.613999045,0.596238043,0.222528857
E01002854,Kensington and Chelsea 001C,524658.1512,181924.3387,-0.846153846,-0.416145181,-0.961538462,-0.691215327,-0.110975168,-0.923623011,0.009463722,-0.137189969,-0.987730061,-0.221500893,-0.972972973,-1,-0.982532751,-1,0.212175379,-1.91723458,-0.168384885,0.634544597,-0.320415102,1.210040285,-0.152322281,0.171378467,0.086146071,0.613999045,-0.239473999,0.289910166
E01002855,Kensington and Chelsea 001D,524460.7169,181721.8162,-0.807692308,-1,-0.897435897,-0.836814651,-0.153087414,-0.861444308,-0.135646688,-0.345757323,-0.926380368,0.193865396,-1,-1,-1,-1,-0.018443261,-0.43144987,0.769390417,1.166177019,0.418848362,0.72897465,-0.177289858,-0.660311151,-0.036597514,0.613999045,0.303874695,-0.118987608
E01002856,Kensington and Chelsea 004E,524313.5316,181585.8125,-0.884615385,-0.678848561,-0.961538462,-0.795681844,-0.340552411,-1,-0.293375394,-0.724098921,-0.950920245,0.004526504,-1,-1,-1,-0.962962963,0.123475903,-0.37490838,1.70716572,1.219528088,0.797182952,-2.139146345,-0.161873614,-1.658338691,-0.04457494,0.613999045,0.061898413,-0.544298859
E01002857,Kensington and Chelsea 001E,524445.1833,182159.5554,-1,-1,-1,-0.773022855,0.013952711,0.142717258,-0.135646688,-0.102530312,-1,0.084038118,-1,-0.714285714,-1,-1,-0.09818566,-1.420925945,1.863461603,1.101248632,0.565558944,1.38979439,-0.291129591,-0.078128419,-0.026263121,0.613999045,0.124176663,0.222528857
E01002858,Kensington and Chelsea 014C,527431.7345,178682.6612,-0.846153846,-0.360826033,-0.974358974,-0.75613975,-0.147373087,0.333170135,-0.495268139,-0.517446759,-0.975460123,0.370696843,-1,-1,-1,-0.962962963,0.126926693,-1.625103548,1.70716572,1.950674492,2.270927673,-0.263693894,0.271152078,-4.98509716,0.070735133,0.613999045,0.718282006,0.947242189
E01002859,Kensington and Chelsea 012C,527879.852,178767.2042,-0.884615385,-0.316520651,-0.884615385,-0.772548589,-0.103372786,-1,-0.034700315,-0.388103414,-0.975460123,0.512328767,-1,-1,-0.947598253,-1,-0.284381877,-0.359202411,0.45679865,1.663602332,3.784752163,-1.640483371,1.750662304,-4.98509716,0.465436439,0.613999045,0.46730822,-0.580927324
E01002860,Kensington and Chelsea 012D,527531.0557,178873.639,-0.923076923,-0.887484355,-0.935897436,-0.793728212,-0.435952201,-1,-0.078864353,-0.40872725,-0.938650307,0.403454437,-1,-1,-0.982532751,-1,-0.390391773,-0.751851647,0.613094533,1.904899555,2.799676585,-1.811320274,0.656188225,-3.737562734,0.413583167,0.613999045,0.896544263,-0.177069629
E01002861,Kensington and Chelsea 014D,527575.77,178496.336,-0.730769231,-0.709887359,-0.974358974,-0.808903888,-0.226833332,0.078090575,0.356466877,-0.35287566,-0.963190184,0.5016081,-1,-1,-0.938864629,-0.888888889,-0.439335914,-1.103665362,0.925686301,1.891488439,2.43505925,-1.448059702,0.351330092,-2.739535193,0.11007835,0.613999045,0.804646019,-0.043694779
E01002862,Kensington and Chelsea 014E,527274.81,178549.3129,-0.923076923,-1,-0.935897436,-0.581224992,-0.206369663,-1,-0.646687697,-0.928083434,-1,0.325670042,-1,-1,-0.965065502,-1,-0.080983911,-0.663898218,3.895308092,1.609586684,1.720937564,-0.471936184,-0.121843239,-2.989042079,0.002201788,0.613999045,0.543337654,0.918569745
E01002863,Kensington and Chelsea 012E,527905.2415,179055.8666,-1,-0.899249061,-0.987179487,-0.759891584,-0.018915502,-1,-0.059936909,-0.19267447,-0.975460123,0.179332936,-1,-1,-0.938864629,-1,-0.453454746,-1.009429546,0.300502766,1.099699964,1.708005147,-1.33768745,0.736605725,-5.400941968,0.502603994,0.613999045,0.049419889,-0.580927324
E01002864,Kensington and Chelsea 009A,524761.4586,179511.3034,-0.884615385,-0.915769712,-0.974358974,-0.788081966,-0.012837735,-0.983353733,0.627760252,0.005600727,-0.975460123,-0.518225134,-0.891891892,-1,-0.563318777,-1,-0.35155908,-0.984299995,-0.79356842,-1.110844122,-0.524541881,-0.73501665,0.385208173,-0.743480112,0.021782743,-1.388079541,-1.810274054,-1.361072558
E01002865,Kensington and Chelsea 011E,525172.2624,179539.9226,-0.615384615,-0.71339174,-0.871794872,-0.672460737,-0.084307058,-1,0.104100946,0.191601057,-0.938650307,-0.043656939,-0.945945946,-1,-0.930131004,-0.851851852,-0.469636855,-1.169630434,0.144206882,0.643990393,0.659240604,-1.502884005,0.342442711,-1.159324921,0.114067063,0.425863056,-0.36058321,-0.712404987
E01002866,Kensington and Chelsea 009B,524234.5177,179580.8222,-1,-0.682352941,-0.974358974,-0.69790955,-0.200542706,-0.471725826,0.123028391,-0.23603799,-0.987730061,-0.131328172,-1,-1,-1,-1,-0.015240226,-0.09220093,0.144206882,-0.186005255,-0.074278691,-1.628485447,0.04431494,-2.157352461,-0.103317808,0.613999045,-1.340537467,-1.617123746
E01002867,Kensington and Chelsea 009C,524497.3489,179183.4313,-0.961538462,-0.645556946,-1,-0.752396829,-0.003698629,-0.953977968,0.135646688,-0.400871596,-0.987730061,0.029720071,-1,-1,-1,-0.925925926,-0.097151694,0.674250379,1.394573952,0.636605475,0.479283988,-0.60147858,0.086459391,-1.741507653,-0.180553801,0.613999045,-0.213693946,0.899383217
E01002868,Kensington and Chelsea 009D,524565.5698,179913.7993,-1,-0.89824781,-1,-0.846750456,-0.188508695,-0.960342717,0.514195584,-0.232078779,-1,-0.505300774,-0.918918919,-1,-0.868995633,-1,-0.467153116,-0.569662401,-0.637272536,-0.644799476,-0.109145868,-0.912217376,0.392549635,-2.739535193,-0.030795749,-1.00254257,-2.24863294,-0.177069629
E01002869,Kensington and Chelsea 009E,524097.4855,179885.4967,-1,-0.506132666,-1,-0.681254852,-0.034091304,-0.565238678,0.27444795,-0.328200022,-1,0.000476474,-1,-1,-1,-1,-0.048096532,-0.849228657,0.769390417,0.573701905,0.777620013,-1.434951254,0.128750837,-1.076155959,-0.078660308,0.613999045,-0.550595093,-1.617123746
E01002870,Kensington and Chelsea 005A,523851.1853,180621.9045,-1,-0.703379224,-1,-0.809687807,-0.255083316,-0.922643819,0.223974763,-0.314436626,-0.975460123,-0.250327576,-1,-1,-0.991266376,-1,0.014636512,-1.226171924,0.144206882,1.133651621,0.45366587,0.789684294,0.040126425,0.33771639,0.094667413,0.613999045,0.103514705,-0.216623847
E01002871,Kensington and Chelsea 007B,524442.4498,180291.1636,-0.846153846,-0.808635795,-0.948717949,-0.69212556,-0.309296966,-0.962790698,0.318611987,-0.267355327,-1,0.503633115,-1,-1,-0.947598253,-0.962962963,-0.196929722,-0.406320319,0.45679865,0.655999383,1.174035198,-1.332724257,0.172394962,-1.408831806,-0.03224619,0.613999045,-0.356134258,-1.771989047
E01002872,Kensington and Chelsea 005B,524172.9326,180495.4637,-1,-1,-1,-0.8367698,-0.30714757,-0.898653611,-0.028391167,-0.333221196,-1,0.034603931,-1,-1,-1,-1,0.086840846,-1.01257074,0.769390417,0.412024931,1.171747673,0.509692821,-0.063600423,-0.244466342,0.028128424,0.613999045,-0.434558061,-0.998863361
E01002873,Kensington and Chelsea 007C,524021.0289,180143.8575,-0.961538462,-0.615018773,-1,-0.725561903,-0.454037116,-1,0.034700315,-0.407340755,-1,0.070458606,-1,-0.714285714,-0.991266376,-1,0.099116221,-1.496314599,-0.012089001,0.61504048,0.418860254,-1.225315832,-0.059190591,-0.577142189,0.032298442,0.613999045,-0.457037857,-0.669735599
E01002874,Kensington and Chelsea 007D,524352.4745,180964.3549,-1,-0.849186483,-1,-0.802351205,-0.396699977,-1,-0.047318612,-0.608046348,-1,0.169922573,-1,-1,-0.991266376,-1,-0.221770991,-1.420925945,0.925686301,0.269233363,0.177820556,-1.717509162,-0.184776663,-0.660311151,-0.012665235,0.613999045,-0.774029591,0.060496768
E01002875,Kensington and Chelsea 007E,524479.5363,180595.8967,-0.961538462,-0.921652065,-0.987179487,-0.897378,-0.411449477,-0.969155447,0.268138801,-0.322978635,-1,0.117093508,-1,-1,-0.991266376,-1,-0.322207615,-1.439773109,-0.324680769,-0.421494613,0.006623525,-1.514384661,0.076097111,-1.159324921,0.052423313,0.261404283,-1.441851262,-1.771989047
E01002876,Kensington and Chelsea 003A,523454.61,181455.1006,-1,-0.899874844,-0.974358974,-0.855428732,-0.404290956,-1,0.280757098,-0.143818024,-1,-0.053007743,-1,-0.857142857,-1,-1,-0.042096457,-0.217848686,0.613094533,0.731948049,0.970148351,-1.372855803,-0.097133315,-0.493973227,-0.028620088,0.613999045,0.238602679,-0.141249077
E01002877,Kensington and Chelsea 003B,523591.7016,181107.5118,-1,-1,-1,-0.649713438,-0.020767052,-1,0.135646688,0.105711479,-0.987730061,0.060273973,-1,-1,-1,-1,0.133960915,-0.462861809,-0.012089001,1.276162732,0.43137774,0.228554501,0.047048375,0.33771639,0.015618368,0.613999045,0.515437442,0.741414387
E01002878,Kensington and Chelsea 003C,524017.4457,181283.3875,-1,-0.282603254,-0.987179487,-0.768135486,-0.326610766,-0.799755202,-0.104100946,-0.606668576,-1,-0.021679571,-1,-1,-1,-0.962962963,-0.097054665,-0.717298514,0.45679865,0.648031064,0.031715741,-0.818980312,-0.152039853,-1.159324921,-0.008857826,0.613999045,-0.717626341,-0.622871979
E01002879,Kensington and Chelsea 005C,524139.6736,181059.2272,-0.961538462,-1,-1,-0.788340924,-0.07107158,-1,0.324921136,-0.219925414,-1,-0.311078023,-1,-1,-1,-1,0.022194385,-0.990582382,1.081982185,0.972521332,0.646287486,0.59472461,-0.209990332,-0.660311151,0.001113957,0.613999045,-0.256682843,0.060496768
E01002880,Kensington and Chelsea 005D,523826.7479,180991.1689,-1,-0.22465582,-1,-0.427024336,-0.121924114,-0.090330477,0.066246057,0.003371312,-1,-0.373913043,-1,-1,-1,-1,0.020796579,-0.72986329,2.176053371,0.770412182,0.471491336,1.401280353,-0.231279746,-0.327635304,-0.012665235,0.613999045,-0.512341683,-0.147057922
E01002881,Kensington and Chelsea 005E,524017.6638,180781.5704,-1,-1,-1,-0.760251795,-0.175879087,-1,0.003154574,-0.055406918,-1,0.243359142,-1,-1,-0.965065502,-1,-0.063647144,-1.320407741,2.019757487,0.80849217,1.733657236,-0.064762277,-0.164392338,0.254547428,-0.013934371,0.613999045,0.149838102,-0.982799055
E01002882,Kensington and Chelsea 006A,524781.2309,180735.2279,-1,-0.682603254,-0.974358974,-0.734738034,-0.354186236,-0.461933905,-0.261829653,-0.704889041,-0.975460123,-0.144788565,-1,-1,-0.903930131,-1,-0.10349411,-1.364384455,0.144206882,-0.149668135,0.016918678,-1.541133294,0.001186121,-1.325662844,0.047165464,-0.547009066,-1.46499201,-1.883310185
E01002883,Kensington and Chelsea 006B,524969.5801,180523.0852,-0.653846154,-0.783729662,-0.948717949,-0.771087914,-0.357773281,-0.957894737,0.268138801,-0.426475982,-0.889570552,0.014830256,-1,-1,-0.991266376,-0.962962963,0.003919757,-0.202142716,0.769390417,1.003895355,1.330429609,-0.902655463,0.213393187,-1.824676615,-0.03115836,0.553156684,-0.210255422,-2.031995456
E01002884,Kensington and Chelsea 006C,525215.5392,180633.1589,-0.653846154,-0.674342929,-0.923076923,-0.640449982,-0.229318105,-0.872705018,0.015772871,-0.722564307,-0.963190184,0.005479452,-1,-0.857142857,-1,-1,0.235693569,-1.52144415,1.081982185,1.259985545,2.907447036,-2.020933248,0.314048017,-1.658338691,-0.003599977,0.613999045,-0.096337891,-0.412215498
E01002885,Kensington and Chelsea 006D,525412.8143,180649.8268,-0.923076923,-0.537922403,-0.987179487,-0.68248546,-0.166079764,-1,-0.217665615,-0.810384314,-0.975460123,-0.17659321,-1,-1,-1,-1,0.168501271,-1.160206852,2.488645138,1.075136532,2.67782864,-2.000259496,0.06388997,-1.741507653,-0.0255379,0.613999045,0.004751568,-1.63672786
E01002886,Kensington and Chelsea 006E,525154.6803,180930.7664,-0.846153846,-0.390237797,-0.987179487,-0.832935954,-0.399989889,-0.880538556,-0.078864353,-0.536028618,-0.975460123,0.084335914,-1,-1,-1,-1,-0.065952683,-1.043982678,0.300502766,1.316514424,1.16999543,-1.343303886,0.151787668,-1.492000768,0.045171107,0.613999045,-0.150879963,-0.606189171
E01002887,Kensington and Chelsea 010A,526221.4267,179061.4677,-0.961538462,-0.511889862,-0.897435897,-0.546470318,-0.115471686,-0.108935129,-0.186119874,-0.635829664,-0.963190184,0.290768314,-1,-1,-1,-1,0.060155607,-1.204183567,1.238278068,1.432975762,4.203350856,-1.802305868,0.905821057,-3.654393772,0.457459013,0.613999045,0.271494204,-0.1975908
E01002888,Kensington and Chelsea 013E,525963.5896,179002.457,-0.884615385,-0.685857322,-0.948717949,-0.062404006,0.111182373,-1,-0.179810726,-0.681525785,-0.987730061,-0.022334723,-1,-0.857142857,-0.991266376,-0.962962963,-0.141286319,0.963240217,2.488645138,1.34824144,3.105360683,-0.482902432,0.705735249,-5.400941968,-0.002330841,0.613999045,0.036245483,-0.1975908
E01002889,Kensington and Chelsea 010B,525750.2683,179555.1,-0.846153846,-0.686107635,-0.717948718,-0.260386802,0.137460251,-0.427172583,0.608832808,-0.169041714,-0.914110429,0.14514592,-1,-0.857142857,-1,-0.925925926,-0.34211855,-1.681645038,-0.012089001,1.568157246,3.144688733,-1.743433109,1.606819196,-3.404886887,0.817531035,0.613999045,0.551664592,-0.446574182
E01002890,Kensington and Chelsea 010C,525922.7113,179326.3912,-0.846153846,-0.920150188,-0.987179487,-0.729641436,-0.16926299,-0.375275398,0.324921136,0.08015245,-0.950920245,-0.276474092,-1,-1,-0.991266376,-1,-0.2965763,-0.2618254,0.144206882,1.225590267,3.441985195,-1.668042643,1.765034723,-1.575169729,1.013703205,0.613999045,0.198828656,-0.438699657
E01002891,Kensington and Chelsea 010D,526247.7491,179497.4978,-0.961538462,-0.365957447,-0.948717949,-0.611419747,-0.062098507,-0.751774786,0.047318612,-0.306370027,-1,-0.146634902,-0.945945946,-1,-0.982532751,-1,-0.367410387,-1.169630434,0.613094533,1.189625525,2.171926018,-1.463011671,0.670907485,-3.737562734,0.637495024,0.578325362,0.200980884,-0.643338986
E01002892,Kensington and Chelsea 010E,526354.5174,179189.3754,-1,-0.659198999,-0.935897436,-0.442060277,-0.036468718,-0.933414933,-0.028391167,-0.391221412,-0.975460123,0.143656939,-0.972972973,-1,-1,-1,-0.251909049,-0.434591064,1.863461603,2.271359179,3.688915145,-2.112631244,0.687109902,-4.070238581,0.418115796,0.613999045,1.405451788,-0.643338986
E01002893,Kensington and Chelsea 017C,525782.657,177910.3604,-1,-0.872340426,-1,-0.646609714,-0.262483553,-1,-0.192429022,-0.67861026,-1,-0.194877904,-1,-1,-0.982532751,-1,-0.110060848,-0.145601226,1.238278068,-0.224069741,0.745930697,-1.659216742,0.033060784,-1.907845576,-0.097697349,0.613999045,-0.431375787,-0.127797468
E01002894,Kensington and Chelsea 017D,525634.7469,178114.0428,-1,-0.507008761,-0.935897436,-0.391382937,-0.207214277,-0.276866585,-0.078864353,-0.476734772,-0.975460123,-0.076176295,-1,-1,-0.956331878,-1,0.129152669,-0.802110749,0.769390417,-0.018895092,1.181455659,-1.996749025,0.260327344,-1.492000768,-0.048563654,0.613999045,-0.686455179,-0.248005534
E01002895,Kensington and Chelsea 020B,526304.4069,178046.7203,-0.884615385,-0.885231539,-0.897435897,0,0,-0.865361077,0,0,-0.950920245,-0.176474092,-1,-1,-1,-1,0,-1.383231619,0.300502766,1.190690596,1.519555868,-1.2639012,0.199100046,0.83673016,0.145614159,0.613999045,0.021029512,0.812683752
E01002896,Kensington and Chelsea 020C,526059.6315,177986.1462,-0.961538462,-0.780100125,-0.961538462,-0.695191981,-0.092335542,-1,0.488958991,-0.268022031,-0.987730061,0.232817153,-1,-1,-1,-1,-0.152259019,0.168518163,0.925686301,0.945064812,0.835258206,-1.917752434,0.146492566,-1.991014538,0.079256475,0.613999045,-0.289153999,-0.799383241
E01002897,Kensington and Chelsea 020D,525877.335,177637.2239,-0.846153846,-0.737797247,-1,-0.615947741,-0.187241207,-0.726315789,-0.179810726,-0.465725892,-1,-0.613341275,-1,-1,-0.947598253,-1,-0.220244552,-1.097382975,-0.012089001,-0.940883913,-0.48789982,-1.202003819,-0.219701873,-0.909818036,0.215235336,0.171359473,-0.712838793,-0.236963821
E01002898,Kensington and Chelsea 017E,526005.8797,178328.0547,-1,-0.707259074,-1,-0.552397066,0.150206743,-0.465361077,0.034700315,-0.260505727,-1,-0.168433591,-1,-0.857142857,-0.92139738,-1,-0.283830138,-0.422026288,0.45679865,-0.227725151,0.869119881,-1.883917538,0.360795541,-1.242493883,-0.053096282,0.613999045,-1.392513759,-0.799383241
E01002899,Kensington and Chelsea 018A,527373.3078,177992.2429,-0.769230769,-0.83204005,-0.935897436,-0.732174115,-0.366317342,-1,-0.356466877,-0.348846414,-0.987730061,0.182966051,-1,-0.857142857,-0.947598253,-1,-0.242710586,-0.78640478,1.550869836,2.038115841,3.021101885,-0.309368756,0.177922942,-2.240521423,-0.015747422,0.613999045,0.991190424,-1.274871928
E01002900,Kensington and Chelsea 018B,527660.369,177740.6084,-1,-0.822778473,-0.987179487,-0.927101846,-0.143167827,-0.976988984,0.52681388,-0.158563885,-1,-0.265753425,-0.972972973,-1,-0.755458515,-1,-0.354376409,-0.88378179,-0.480976653,-0.772065016,0.180198756,-1.927325032,0.459754154,-2.57319727,0.042270225,0.613999045,0.044787816,-1.432471814
E01002901,Kensington and Chelsea 018C,528082.2119,178011.8743,-1,-0.829161452,-0.987179487,-0.915187046,-0.462750332,-0.986780906,-0.444794953,-0.597807606,-1,-0.441989279,-1,-1,-0.860262009,-1,-0.452237756,-1.197901179,-0.949864304,-1.149526703,-0.718910312,-1.171929084,0.313316348,-1.824676615,0.349038534,-1.164057324,-0.548303282,-0.430782429
